Name,SIPS_URL,SIPS_COCKTAILS,SIPS_WINE,SIPS_BEER,SIPS_HALFPRICEDAPPS,RW_URL,RW_DETAILS,RW_DEALS,RW_MENU,RESERVATION_LINK,Address,Latitude,Longitude,Website,Categories,Price,Review_Count,RW_PHOTO,SIPS_PARTICIPANT,RW_PARTICIPANT,Neighborhoods,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Smoking,Yelp_Rating,RW_Score,Popularity,Parking,Best_Nights,Payment,Minority_Owned,Good_For,Offers,Options,Vibes,Accessibility,Dogs_Allowed,Packaging,Reservation_Type,Seating,Meal_Types,Music,Alcohol_Options,Amenities
Chez Colette,,,,,,https://centercityphila.org/explore-center-city/ccd-restaurant-week/list-view#chez-colette-2,Participating in dinner only. Closed Sunday and Monday. Offering indoor dining.,$45 DINNER,https://centercityphila.org/uploads/attachments/clmgcq3f1chj5m8qdir86oq2q-chezcollette.pdf,https://www.opentable.com/restaurant/profile/7299/reserve?ref=9169,"120 S 17th St, Philadelphia, PA 19103",39.95093385,-75.16964768,https://www.sofitel-philadelphia.com/dining-lounge,"['French', 'Breakfast & Brunch', 'Cocktail Bars']",$$,38.0,https://s3.amazonaws.com/static-webstudio-accorhotels-usa-1.wp-ha.fastbooking.com/wp-content/uploads/sites/5/2016/10/16143824/chez2.jpg,N,Y,"['Penn Center', 'Rittenhouse Square']",Closed,7:00 AM - 11:00 AM,7:00 AM - 11:00 AM,7:00 AM - 11:00 AM,7:00 AM - 11:00 AM,7:00 AM - 11:00 AM,7:00 AM - 12:00 PM,,3.4,30.0,56.0,"Bike Parking, Valet Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering",Vegetarian Options,"Classy, Casual, Quiet",,,,Takes Reservations,Outdoor Seating,Lunch,,Alcohol,"TV, Wi-Fi"
Chez Hansi,,,,,,https://centercityphila.org/explore-center-city/ccd-restaurant-week/list-view#chez-hansi,Participating in dinner. Offering indoor dining and BYOB.,$45 DINNER,https://centercityphila.org/uploads/attachments/clluwuwaab8disaqdu1fy759a-chezhansi.pdf,https://www.opentable.com/restaurant/profile/1262203/reserve?ref=9169,"1610 South St, Philadelphia, PA 19146",39.9439603,-75.16920175,,"['Modern European', 'Desserts', 'American (New)']",,23.0,https://centercityphila.org/uploads/attachments/clmeit9z8cgumhnqdj77kie99-chezhansi.0.169.1536.1536.full.jpg,N,Y,['Rittenhouse Square'],Closed,Closed,5:00 PM - 9:00 PM,5:00 PM - 9:00 PM,5:00 PM - 9:00 PM,10:00 AM - 2:00 PM,10:00 AM - 2:00 PM,,4.7,56.0,88.0,Bike Parking,,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering",,,,,Plastic-free packaging,,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining, Drive-Thru",,,Alcohol,"TV, Wi-Fi"
Chubby Cattle,,,,,,https://centercityphila.org/explore-center-city/ccd-restaurant-week/list-view#chubby-catt,"Participating in lunch, dinner, and takeout. Offering indoor dining. Not participating on Saturday, September 16 and Saturday, September 23.",$45 DINNER | $20 LUNCH,https://centercityphila.org/uploads/attachments/clm6l5gvubr4oomqdzbfysxia-chubbycattledinner.pdf,,"146 N 10th Street, Philadelphia, PA 19107",39.9548883,-75.1561251,,"['Chinese', 'Hot Pot', 'Asian Fusion']",$$,1481.0,https://centercityphila.org/uploads/attachments/cllnucnrfb03qsaqdyjkprfnb-cc-philly-web-imagery.249.0.1486.1486.full.png,N,Y,['Chinatown'],12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,,4.5,57.0,90.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout","Vegan Options, Vegetarian Options","Trendy, Intimate, Casual, Moderate Noise","Open to All, Wheelchair Accessible, Gender-neutral restrooms",,Provides reusable tableware,Takes Reservations,Outdoor Seating,Dinner,,"Happy Hour, Beer and Wine Only","TV, Wi-Fi"
City Winery,,,,,,https://centercityphila.org/explore-center-city/ccd-restaurant-week/list-view#city-winery,Participating in dinner only. Offering indoor and outdoor dining.,$45 DINNER,https://centercityphila.org/uploads/attachments/cllkwb958awa5saqdna2mb8ub-citywinery.pdf,https://resy.com/cities/pha/city-winery-philadelphia-restaurant-and-wine-bar,"990 Filbert St, Philadelphia, PA 19107",39.9522713,-75.156091,https://citywinery.com/philadelphia,"['Wine Bars', 'Venues & Event Spaces', 'American (New)']",$$$,242.0,https://centercityphila.org/uploads/attachments/cl2i2gt9ra24pjwqdpydzhbj1-city-winery-2.380.0.1174.1174.full.jpg,N,Y,['Market East'],4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 10:00 PM,True,2.6,33.0,56.0,"Street Parking, Garage Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering","Vegan Options, Vegetarian Options","Classy, Moderate Noise","Open to All, Wheelchair Accessible, Gender-neutral restrooms",,"Plastic-free packaging, Provides reusable tableware","Walk-ins Welcome, Takes Reservations","Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining",,Live Music,"Happy Hour, Full Bar","TV, Wi-Fi"
Con Murphy's Irish Pub,,,,,,https://centercityphila.org/explore-center-city/ccd-restaurant-week/list-view#con-murphy-s-irish-pub,Participating in dinner only. Offering indoor and outdoor dining.,$45 DINNER | $20 LUNCH,https://centercityphila.org/uploads/attachments/clmcvj2l5c6gjypqd2aw9cx6l-conmurphy-dinner.pdf,https://www.opentable.com/restaurant/profile/67228/reserve?ref=9169,"1700 Ben Franklin Pkwy, Philadelphia, PA 19103",39.9556532,-75.16821888,http://www.conmurphyspub.com,"['Irish', 'Pubs', 'Sports Bars']",$$,352.0,https://centercityphila.org/uploads/attachments/ckosqvaxi17smejqdkl0eolzo-rw-con-murphy.4.0.650.650.full.png,N,Y,"['Penn Center', 'Logan Square', 'Art Museum District']",11:00 AM - 12:00 AM,11:00 AM - 12:00 AM,11:00 AM - 12:00 AM,9:00 AM - 12:00 AM,9:00 AM - 2:00 AM,9:00 AM - 2:00 AM,9:00 AM - 11:00 PM,True,3.7,37.0,59.0,"Street Parking, Bike Parking, Valet Parking, Validated Parking, Garage Parking","Monday, Thursday, Friday",Credit Cards,,Dinner,"Offers Delivery, Offers Takeout",Vegetarian Options,"Casual, Moderate Noise",Wheelchair Accessible,True,,Takes Reservations,Outdoor Seating,Dinner,,"Happy Hour, Full Bar","TV, Pool Table, Wi-Fi"
Continental Midtown,,,,,,https://centercityphila.org/explore-center-city/ccd-restaurant-week/list-view#continental-midtown-2,"Participating in dinner only. Offering indoor and outdoor dining. Not participating on Saturday, September 16 and Saturday, September 23.",$45 dinner menu coming soon.,,https://www.opentable.com/restaurant/profile/114355/reserve?ref=9169,"1801 Chestnut St, Philadelphia, PA 19103",39.95176,-75.170475,https://continentalmidtown.com,"['American (New)', 'Breakfast & Brunch', 'Cocktail Bars']",$$,1845.0,https://centercityphila.org/uploads/attachments/cjklggywn00hxtvqd910zdnmy-the-continental-midtown-photo-by-m-fishetti-for-visitphiladelphia.1012.0.4680.4680.full.jpg,N,Y,"['Penn Center', 'Rittenhouse Square']",11:30 AM - 3:00 PM,11:30 AM - 3:00 PM,11:30 AM - 3:00 PM,11:30 AM - 3:00 PM,11:30 AM - 3:00 PM,10:00 AM - 3:00 PM,10:00 AM - 3:00 PM,True,3.7,42.0,68.0,"Street Parking, Bike Parking","Thursday, Friday, Saturday","Credit Cards, Apple Pay",,Dinner,"Offers Delivery, Offers Takeout","Vegan Options, Vegetarian Options","Trendy, Casual, Moderate Noise",Wheelchair Accessible,,Provides reusable tableware,Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Drive-Thru",,,"Happy Hour, Full Bar","TV, Pool Table, Wi-Fi"
Cuba Libre Restaurant & Rum Bar,,,,,,https://centercityphila.org/explore-center-city/ccd-restaurant-week/list-view#cuba-libre-restaurant-rum-bar,"Participating in dinner only. Offering indoor dining. Not participating on Saturday, September 16 and Saturday, September 23.",$45 DINNER,https://centercityphila.org/uploads/attachments/clksby1nb9u88saqd0s7n4gt6-cubalibre.pdf,,"10 S 2nd St, Philadelphia, PA 19106",39.94970712,-75.14389659,http://www.cubalibrerestaurant.com,"['Cuban', 'Latin American', 'Dance Clubs']",$$$,1357.0,https://centercityphila.org/uploads/attachments/ck573wmpg21w6t1qdw85ms211-copy-of-msh-cubalibrerestaurantrumbarphiladelphia-73.386.0.1000.1000.full.jpg,N,Y,['Old City'],4:00 PM - 9:00 PM,4:00 PM - 9:00 PM,4:00 PM - 9:00 PM,4:00 PM - 9:00 PM,4:00 PM - 2:00 AM,12:00 PM - 2:00 AM,12:00 PM - 9:00 PM,True,3.7,58.0,64.0,"Street Parking, Bike Parking, Garage Parking","Thursday, Friday, Saturday","Credit Cards, Android Pay, Apple Pay",,Dinner,"Offers Delivery, Offers Takeout, Offers Catering, Offers Military Discount","Vegan Options, Pescatarian Options, Vegetarian Options","Trendy, Classy, Casual, Moderate Noise","Open to All, Wheelchair Accessible, Gender-neutral restrooms",,Provides reusable tableware,Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining, Drive-Thru",,,"Happy Hour, Full Bar","TV, Wi-Fi"
D'Angelo's Ristorante Italiano & Lounge,,,,,,https://centercityphila.org/explore-center-city/ccd-restaurant-week/list-view#d-angelo-s-ristorante-italiano-lounge,"Participating in dinner and takeout. Offering indoor and outdoor dining. Closed Sunday and Monday. Not participating on Saturday, September 16 and Saturday, September 23.",$45 DINNER,https://centercityphila.org/uploads/attachments/clkgx3a539jmcm8qdqb96dy9t-dangelo.pdf,https://www.opentable.com/restaurant/profile/37825/reserve?ref=9169,"256 S. 20th St, Philadelphia, PA 19103",39.94872,-75.174318,http://www.dangeloristorante.com,"['Lounges', 'Italian']",$$$,180.0,https://centercityphila.org/uploads/attachments/ciybufxr50jsfteqd6p79t1wh-059.282.0.3331.3331.full.jpg,N,Y,['Rittenhouse Square'],Closed,4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,Closed,,3.4,48.0,57.0,"Street Parking, Bike Parking","Thursday, Friday, Saturday",Credit Cards,,Dinner,"Offers Delivery, Offers Takeout",,"Classy, Romantic, Casual, Moderate Noise",,,,Takes Reservations,Outdoor Seating,,,Full Bar,TV
Darling Jack's Tavern,,,,,,https://centercityphila.org/explore-center-city/ccd-restaurant-week/list-view#darling-jack-s-tavern,"Participating in lunch, dinner, and takeout. Offering indoor and outdoor dining.",$45 DINNER | $20 LUNCH,https://centercityphila.org/uploads/attachments/clmb0p5ngc1z1m8qdi90sr2t8-darling1.pdf,,"104 South 13th Street, Philadelphia, PA 19107",39.9496853,-75.1618744,http://www.darlingjacks.com,"['American (New)', 'American (Traditional)', 'Wine Bars']",,33.0,https://centercityphila.org/uploads/attachments/clkx6hj29a2jcm8qdlqh6mftj-darling-jacks-interior-bar-credit-jason-varney.397.0.2001.2001.full.jpg,N,Y,['Avenue of the Arts South'],4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 11:00 PM,10:00 AM - 3:00 PM,10:00 AM - 3:00 PM,,4.5,52.0,77.0,Bike Parking,,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout",,,Wheelchair Accessible,,,,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining, Drive-Thru",,,"Happy Hour, Full Bar","TV, Wi-Fi"
Del Frisco's Double Eagle Steakhouse,,,,,,https://centercityphila.org/explore-center-city/ccd-restaurant-week/list-view#del-frisco-s-double-eagle-steakhouse,"Participating in dinner only. Offering indoor dining. Not participating on Saturday, September 16 and Saturday, September 23.",$60 DINNER,https://centercityphila.org/uploads/attachments/clmb0bv7pc0essaqd1xmpphb7-delfrsico1.pdf,https://www.opentable.com/r/del-friscos-double-eagle-steak-house-philadelphia?ref=9169#reserve,"1426 Chestnut St, Philadelphia, PA 19102",39.95085512,-75.16452586,http://www.delfriscos.com,"['Steakhouses', 'Seafood', 'American (Traditional)']",$$$$,1246.0,https://centercityphila.org/uploads/attachments/civiiswo9016zlzqdsk8hvnc1-del-friscos.171.0.682.682.full.jpg,N,Y,"['Penn Center', 'Avenue of the Arts South', 'Rittenhouse Square']",5:00 PM - 9:00 PM,5:00 PM - 9:00 PM,5:00 PM - 9:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 9:00 PM,,3.8,77.0,65.0,"Street Parking, Bike Parking, Valet Parking, Garage Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering",Keto Options,"Classy, Upscale, Dressy, Moderate Noise",,,,Takes Reservations,Outdoor Seating,,,"Happy Hour, Full Bar","TV, Wi-Fi"
Del Frisco's Grille,,,,,,https://centercityphila.org/explore-center-city/ccd-restaurant-week/list-view#del-frisco-s-grille,Participating in dinner only. Offering indoor dining.,$45 DINNER,https://centercityphila.org/uploads/attachments/clqh7pzrl0vebc3qdxumabife-delfriscogrille.pdf,https://www.opentable.com/r/del-friscos-grille-philadelphia?ref=9169#reserve,"225 South Broad Street, Philadelphia, PA 19107",39.94865415,-75.16459353,https://delfriscosgrille.com,"['Bars', 'Diners', 'Breakfast & Brunch']",$$$,193.0,https://merchantview360.com/wp-content/uploads/2019/03/Del-Friscos-Grille-steak-house-in-Philadelphia-PA-dining-room.jpg,N,Y,"['Avenue of the Arts South', 'Washington Square West']",11:30 AM - 9:00 PM,11:30 AM - 9:00 PM,11:30 AM - 9:00 PM,11:30 AM - 10:00 PM,11:30 AM - 10:30 PM,11:30 AM - 10:30 PM,12:00 PM - 9:00 PM,,3.1,42.0,56.0,Garage Parking,Saturday,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering",Vegetarian Options,"Classy, Moderate Noise",,,,Takes Reservations,Outdoor Seating,,,Full Bar,"TV, Pool Table, Wi-Fi"
Devil's Alley,,,,,,https://centercityphila.org/explore-center-city/ccd-restaurant-week/list-view#devil-s-alley,Participating in dinner and takeout. Offering indoor and outdoor dining.,$45 DINNER,https://centercityphila.org/uploads/attachments/clle20i5zapirypqdlwgi9oud-devilsalley.pdf,,"1907 Chestnut St, Philadelphia, PA 19103",39.9521305,-75.17220075,http://www.devilsalleybarandgrill.com,"['American (New)', 'Bars', 'Breakfast & Brunch']",$$,857.0,https://centercityphila.org/uploads/attachments/ciyga8ns40jbku5qdoxvs5ybn-devilsinterior.0.0.960.960.full.jpg,N,Y,"['Penn Center', 'Rittenhouse Square']",11:30 AM - 9:00 PM,11:30 AM - 9:00 PM,11:30 AM - 9:00 PM,11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 12:00 AM,,3.5,35.0,59.0,"Street Parking, Bike Parking","Wednesday, Friday, Saturday",Credit Cards,,Dinner,"Offers Delivery, Offers Takeout",Vegetarian Options,"Casual, Moderate Noise",Gender-neutral restrooms,,,Takes Reservations,Outdoor Seating,,,"Happy Hour, Full Bar","TV, Pool Table, Wi-Fi"
Devon Seafood Grill,,,,,,https://centercityphila.org/explore-center-city/ccd-restaurant-week/list-view#devon-seafood-grill,Participating in dinner and takeout. Offering indoor and outdoor dining.,$45 DINNER,https://centercityphila.org/uploads/attachments/clmdl8ib2c7amwnqdr85x7nc7-devon.pdf,https://www.opentable.com/devon-seafood-grill-philadelphia?ref=9169#reserve,"225 S 18th St, Philadelphia, PA 19103",39.9492304,-75.17026505,http://www.devonseafood.com,"['Bars', 'Seafood']",$$$,1278.0,https://centercityphila.org/uploads/attachments/cj62h6q8400o2p7qdw2vm1ct6-devon-rw.64.24.971.971.full.jpg,N,Y,['Rittenhouse Square'],11:30 AM - 9:00 PM,11:30 AM - 9:00 PM,11:30 AM - 9:00 PM,11:30 AM - 9:00 PM,11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 9:00 PM,,3.7,58.0,63.0,"Street Parking, Bike Parking, Garage Parking, Private Lot Parking","Friday, Saturday, Sunday",Credit Cards,,Dinner,"Offers Delivery, Offers Takeout",Limited Vegetarian Options,"Classy, Moderate Noise","Wheelchair Accessible, Gender-neutral restrooms",,,Takes Reservations,Outdoor Seating,,,"Happy Hour, Full Bar","TV, Pool Table, Wi-Fi"
Dim Sum House by Jane G's,,,,,,https://centercityphila.org/explore-center-city/ccd-restaurant-week/list-view#dim-sum-house-by-jane-g-s,Participating in dinner only. Closed Mondays. Offering indoor and outdoor dining.,$60 DINNER,https://centercityphila.org/uploads/attachments/clm81avc5buj3saqdhf225q0o-dimsum.pdf,https://resy.com/cities/pha/dim-sum-house-by-jane-gs-rittenhouse,"1930 Chestnut St, Philadelphia, PA 19103",39.95182435,-75.17332662,http://dimsum.house,"['Szechuan', 'Dim Sum', 'Cantonese']",$$,559.0,https://centercityphila.org/uploads/attachments/cl3udrkgz0p3wu2qdj5lllowm-dimsumhouse.98.0.973.973.full.jpg,N,Y,"['Rittenhouse Square', 'Penn Center']",Closed,12:00 PM - 9:00 PM,12:00 PM - 9:00 PM,12:00 PM - 9:00 PM,12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 9:00 PM,,3.9,42.0,62.0,"Street Parking, Bike Parking, Garage Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering","Vegan Options, Vegetarian Options",Moderate Noise,"Wheelchair Accessible, Gender-neutral restrooms",,Provides reusable tableware,Takes Reservations,Outdoor Seating,,,"Happy Hour, Full Bar","TV, Wi-Fi"
Dolce Italian,,,,,,https://centercityphila.org/explore-center-city/ccd-restaurant-week/list-view#dolce-italian,Participating in lunch and dinner. Offering indoor dining.,$45 DINNER | $20 LUNCH,https://centercityphila.org/uploads/attachments/cllxrvn71be74m8qd69fx6tih-dolcedinner.pdf,https://www.opentable.com/restaurant/profile/1193428/reserve?ref=9169,"1437 Chestnut Street, Philadelphia, PA 19102",39.95103294,-75.16462357,http://www.dolceitalianrestaurant.com/location/philadelphia,"['Italian', 'Pizza', 'Breakfast & Brunch']",,39.0,https://centercityphila.org/uploads/attachments/cl7z48n1v39witvqd17yuxunh-dolcepic.0.500.2000.2000.full.jpg,N,Y,"['Penn Center', 'Avenue of the Arts South', 'Rittenhouse Square']",Closed,7:00 AM - 9:30 PM,7:00 AM - 9:30 PM,7:00 AM - 9:30 PM,7:00 AM - 9:30 PM,7:00 AM - 9:30 PM,7:00 AM - 2:30 PM,,3.9,40.0,60.0,,,,,Dinner,,,,,,,,,,,,
Double Knot,,,,,,https://centercityphila.org/explore-center-city/ccd-restaurant-week/list-view#doubleknot,"Participating in dinner only. Offering indoor dining. Not participating on Saturday, September 16 and Saturday, September 23.",$45 DINNER,https://centercityphila.org/uploads/attachments/clm9926hkbxy7wnqdgiorugh2-doubleknot.pdf,https://www.doubleknotphilly.com/reservations-1,"120 S 13th St., Philadelphia, PA 19107",39.94960154,-75.16189252,https://www.doubleknotphilly.com,"['Sushi Bars', 'Bars', 'Japanese']",$$$,1340.0,https://centercityphila.org/uploads/attachments/cl4r5g8k2025mtvqdw59b7qgf-double-knot.0.2190.5213.5213.full.jpg,N,Y,['Avenue of the Arts South'],4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 11:00 PM,4:00 PM - 11:00 PM,4:00 PM - 12:00 AM,4:00 PM - 12:00 AM,4:00 PM - 10:00 PM,True,4.3,70.0,88.0,"Street Parking, Bike Parking","Wednesday, Thursday, Saturday",Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering","Vegan Options, Pescatarian Options, Vegetarian Options","Trendy, Casual, Moderate Noise","Wheelchair Accessible, Gender-neutral restrooms",,Provides reusable tableware,Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining",,,"Happy Hour, Full Bar","TV, Pool Table, Wi-Fi"
El Vez,,,,,,https://centercityphila.org/explore-center-city/ccd-restaurant-week/list-view#el-vez,"Participating in dinner only. Offering indoor and outdoor dining. Not participating on Saturday, September 16 and Saturday, September 23.",$45 DINNER,https://centercityphila.org/uploads/attachments/clm81sgiubw75ypqd7pspe0of-elvez1.pdf,https://www.opentable.com/el-vez?ref=9169#reserve,"121 S. 13th St, Philadelphia, PA 19107",39.9497016,-75.161896,http://www.elvezrestaurant.com,"['Mexican', 'Breakfast & Brunch']",$$,3554.0,https://centercityphila.org/uploads/attachments/civfpqj5x00ubl7qdthyk2joy-elvez-rw-photo-by-m-edlow-for-visit-philadelphia-r.93.0.534.534.full.jpg,N,Y,,11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 12:00 AM,11:30 AM - 12:00 AM,11:30 AM - 10:00 PM,,4.0,54.0,90.0,"Street Parking, Bike Parking",,"Credit Cards, Apple Pay",,Dinner,"Offers Delivery, Offers Takeout","Vegan Options, Limited Vegetarian Options","Trendy, Loud",,,Provides reusable tableware,Takes Reservations,"Outdoor Seating, Heated Outdoor Seating",,,"Happy Hour, Full Bar","TV, Wi-Fi"
Entrée BYOB,,,,,,https://centercityphila.org/explore-center-city/ccd-restaurant-week/list-view#entrée-byob,Participating in dinner and takeout. Offering indoor and outdoor dining. BYOB. Closed Mondays.,$45 DINNER,https://centercityphila.org/uploads/attachments/clm6jwijybsymm8qdeuflxxxw-entree.pdf,https://www.opentable.com/restaurant/profile/111997/reserve?ref=9169,"1608 South St, Philadelphia, PA 19146",39.9439399,-75.16915756,http://www.entreebyob.com,,$$$,462.0,https://centercityphila.org/uploads/attachments/cj62hjdal00rhp7qdvt7plrk2-entree-rw.0.0.1200.1200.full.jpg,N,Y,['Rittenhouse Square'],Closed,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 11:00 PM,5:00 PM - 11:00 PM,2:00 PM - 9:00 PM,,4.3,67.0,72.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,"Offers Takeout, Offers Catering",Vegan Options,"Classy, Casual, Moderate Noise","Wheelchair Accessible, Gender-neutral restrooms",True,,Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Drive-Thru",,,"Alcohol, Happy Hour","TV, Wi-Fi"
Estia Restaurant,,,,,,https://centercityphila.org/explore-center-city/ccd-restaurant-week/list-view#estia-restaurant,Participating in dinner only. Offering indoor and outdoor dining.,$60 DINNER,https://centercityphila.org/uploads/attachments/clluwxjpzbexghnqd59kinb8j-estia.pdf,https://www.opentable.com/restaurant/profile/5989/reserve?ref=9169,"1405 Locust Street, Philadelphia, PA 19102",39.9484091,-75.1653065,http://www.estiarestaurant.com,"['Greek', 'Mediterranean', 'Seafood']",$$$,834.0,https://centercityphila.org/uploads/attachments/civfpuwv100v7mpqdo7vswpa6-estia-2.263.0.674.674.full.jpg,N,Y,"['Avenue of the Arts South', 'Rittenhouse Square']",3:00 PM - 8:30 PM,3:00 PM - 8:30 PM,3:00 PM - 8:30 PM,3:00 PM - 8:30 PM,3:00 PM - 9:30 PM,3:00 PM - 9:30 PM,3:00 PM - 8:30 PM,,4.1,64.0,70.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering",Vegan Options,"Classy, Moderate Noise",,,Provides reusable tableware,Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating",,,"Happy Hour, Full Bar","TV, Wi-Fi"
