Name,SIPS_URL,SIPS_COCKTAILS,SIPS_WINE,SIPS_BEER,SIPS_HALFPRICEDAPPS,RW_URL,RW_DETAILS,RW_DEALS,RW_MENU,RESERVATION_LINK,Address,Latitude,Longitude,Website,Categories,Price,Review_Count,RW_PHOTO,SIPS_PARTICIPANT,RW_PARTICIPANT,Neighborhoods,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Smoking,Yelp_Rating,RW_Score,Popularity,Parking,Best_Nights,Payment,Minority_Owned,Good_For,Offers,Options,Vibes,Accessibility,Dogs_Allowed,Packaging,Reservation_Type,Seating,Meal_Types,Music,Alcohol_Options,Amenities
Barstool Sansom Street,,,,,,,,,,,"1213 Sansom St, Philadelphia, PA 19102",39.94975922,-75.16066741,http://barstoolsansomstreet.com,"['Sports Bars', 'Chicken Wings', 'Cocktail Bars']",,49.0,https://centercityphila.org/uploads/attachments/cliqfaygi7jprjnqddhi1ctuc-barstool-interior.310.1.594.594.full.png,N,N,,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,11:00 AM - 2:00 PM,11:00 AM - 2:00 PM,,2.3,9.0,55.0,,,,,Dinner,,,,,,,,,,,"Happy Hour, Full Bar",TV
Bart's Bagels,,,,,,,,,,,"3945 Lancaster Ave, Philadelphia, PA 19104",39.96275226,-75.20125173,https://bartsbagels.com,['Bagels'],,91.0,,N,N,['Mantua'],8:00 AM - 2:00 PM,8:00 AM - 2:00 PM,8:00 AM - 2:00 PM,8:00 AM - 2:00 PM,8:00 AM - 2:00 PM,8:00 AM - 2:00 PM,8:00 AM - 2:00 PM,,4.4,50.0,25.0,"Street Parking, Bike Parking",,"Credit Cards, Android Pay, Apple Pay",,Dinner,"Offers Delivery, Offers Takeout, Offers Catering",Vegan Options,Moderate Noise,"Open to All, Gender-neutral restrooms",,,,,,,,
Batter & Crumbs Vegan Bakery and Cafe,,,,,,,,,,,"1401 Reed St, Philadelphia, PA 19146",39.933173,-75.168853,http://batterandcrumbs.com,"['Cafes', 'Bakeries', 'Coffee & Tea']",$$,106.0,,N,N,['Point Breeze'],8:00 AM - 2:00 PM,8:00 AM - 2:00 PM,8:00 AM - 2:00 PM,8:00 AM - 2:00 PM,8:00 AM - 2:00 PM,8:00 AM - 4:00 PM,8:00 AM - 4:00 PM,,4.6,54.0,18.0,"Street Parking, Bike Parking",,"Credit Cards, Android Pay, Apple Pay",,Dinner,"Offers Delivery, Offers Takeout, Offers Catering",Vegan Options,Moderate Noise,"Open to All, Wheelchair Accessible, Gender-neutral restrooms",,Plastic-free packaging,Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining",,,"Alcohol, Happy Hour","TV, Wi-Fi"
Beck's Cajun Cafe,,,,,,,,,,,"51 N 12th St, Reading Terminal Market, Philadelphia, PA 19107",39.95332247,-75.15900008,http://www.beckscajuncafe.com,['Cajun/Creole'],$$,544.0,,N,N,['Market East'],8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,,4.1,46.0,39.0,"Street Parking, Bike Parking, Garage Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering",Limited Vegetarian Options,"Casual, Moderate Noise",,,,Takes Reservations,Outdoor Seating,,,"Alcohol, Happy Hour","TV, Wi-Fi"
Beiler's Bakery,,,,,,,,,,,"51 N 12th St, Philadelphia, PA 19107",39.953764,-75.159218,https://www.beilersdoughnuts.com,"['Bakeries', 'Donuts']",$,1511.0,,N,N,['Market East'],8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,Closed,,4.6,41.0,39.0,"Street Parking, Bike Parking, Garage Parking, Private Lot Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout",Gluten-Free Options,Loud,,,,,,,,,
Bella's Breakfast & Lunch,,,,,,,,,,,"2159 Ridge Ave, Philadelphia, PA 19121",39.97962,-75.17074,,['Breakfast & Brunch'],,14.0,,N,N,[],Closed,8:30 AM - 9:00 PM,8:30 AM - 9:00 PM,8:30 AM - 9:00 PM,8:30 AM - 9:00 PM,8:30 AM - 9:00 PM,8:30 AM - 3:00 PM,,4.1,44.0,29.0,,,,,Dinner,Offers Delivery,,,,,,,,,,,
Big Ass Slices Bar & Grill,,,,,,,,,,,"224 Market St, Philadelphia, PA 19106",39.94978929,-75.1447222,https://orderbigassslices.com,"['Pizza', 'American (Traditional)', 'Breakfast & Brunch']",$,330.0,,N,N,['Old City'],8:00 AM - 12:00 AM,8:00 AM - 12:00 AM,8:00 AM - 12:00 AM,8:00 AM - 12:00 AM,8:00 AM - 2:00 AM,8:00 AM - 2:00 AM,8:00 AM - 12:00 AM,,3.4,14.0,50.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering",,"Casual, Moderate Noise",Wheelchair Accessible,,,Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Private Dining, Drive-Thru",,,"Happy Hour, Full Bar","TV, Wi-Fi"
Bing Bing Dim Sum,,,,,,,,,,https://resy.com/cities/pha/bing-bing-dim-sum-pa?date=2021-11-18&seats=2,"1648 E Passyunk Ave, Philadelphia, PA 19148",39.92896524,-75.16469924,http://www.bingbingdimsum.com/,"['Cocktail Bars', 'Dim Sum', 'Asian Fusion']",$$,618.0,,N,N,"['East Passyunk Ave', 'East Passyunk Crossing']",4:30 PM - 9:30 PM,4:30 PM - 9:30 PM,4:30 PM - 9:30 PM,4:30 PM - 9:30 PM,4:30 PM - 10:00 PM,1:00 PM - 10:00 PM,4:30 PM - 9:30 PM,True,4.1,46.0,47.0,"Street Parking, Bike Parking","Thursday, Friday, Saturday",Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering","Vegan Options, Vegetarian Options","Trendy, Casual, Moderate Noise","Open to All, Wheelchair Accessible, Gender-neutral restrooms",,,"Walk-ins Welcome, Takes Reservations","Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining, Drive-Thru",,,"Happy Hour, Full Bar","TV, Pool Table, Wi-Fi"
Blaze Pizza,,,,,,,,,,,"1100 W Montgomery Ave, Philadelphia, PA 19122",39.97949925,-75.15337889,https://locations.blazepizza.com/pa/philadelphia/1100-w.-montgomery-ave.?utm_source=yelp&amp;utm_medium=yext,"['Salad', 'Pizza', 'Fast Food']",$,106.0,,N,N,['Templetown'],11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,,4.5,34.0,23.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout",Vegan Options,Loud,,,,Takes Reservations,"Outdoor Seating, Drive-Thru",,,Alcohol,"TV, Wi-Fi"
Bloomsday Cafe,,,,,,,,,,https://resy.com/cities/pha/bloomsday-cafe?date=2023-05-31&seats=2,"414 S 2nd St, Philadelphia, PA 19147",39.9428134,-75.1456125,http://www.bloomsdaycafe.com,"['Coffee & Tea', 'Wine Bars']",$$,118.0,,N,N,['Society Hill'],Closed,Closed,5:00 PM - 9:00 PM,5:00 PM - 9:00 PM,10:00 AM - 2:00 PM,10:00 AM - 2:00 PM,10:00 AM - 2:00 PM,True,4.3,48.0,40.0,"Street Parking, Bike Parking, Garage Parking",,"Credit Cards, Apple Pay",Women-owned,Dinner,"Offers Delivery, Offers Takeout, Offers Catering",,"Classy, Moderate Noise","Open to All, Wheelchair Accessible, Gender-neutral restrooms",,,"Walk-ins Welcome, Takes Reservations","Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating",,,"Happy Hour, Full Bar","TV, Wi-Fi"
Blue Corn,,,,,,,,,,,"940 S 9th St, Philadelphia, PA 19147",39.93776526,-75.15832431,http://bluecornmexphilly.com,"['Cocktail Bars', 'Mexican']",$$,406.0,,N,N,"['Italian Market', 'Bella Vista']",11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 10:00 PM,10:30 AM - 10:00 PM,10:30 AM - 9:00 PM,True,4.4,51.0,54.0,"Street Parking, Bike Parking","Thursday, Friday, Saturday",,Latinx-owned,Dinner,"Offers Delivery, Offers Takeout, Offers Catering",Vegetarian Options,"Casual, Moderate Noise","Wheelchair Accessible, Gender-neutral restrooms",,,"Walk-ins Welcome, Takes Reservations",Outdoor Seating,Dinner,,"Happy Hour, Full Bar","TV, Pool Table, Wi-Fi"
Blume Food & Cocktail,,,,,,,,,,,"1500 Locust Street, Philadelphia, PA 19102",39.94824265,-75.16654758,http://blumephilly.com,"['Bars', 'Breakfast & Brunch', 'Burgers']",$$,201.0,,N,N,['Rittenhouse Square'],4:00 PM - 11:00 PM,4:00 PM - 11:00 PM,4:00 PM - 11:00 PM,4:00 PM - 11:00 PM,4:00 PM - 11:00 PM,1:00 PM - 11:00 PM,1:00 PM - 11:00 PM,True,2.6,15.0,55.0,"Street Parking, Bike Parking, Garage Parking",Wednesday,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout","Vegan Options, Vegetarian Options","Trendy, Classy, Hipster, Casual, Moderate Noise","Open to All, Wheelchair Accessible",,,Takes Reservations,"Outdoor Seating, Covered Outdoor Seating, Private Dining",,,"Happy Hour, Full Bar","TV, Wi-Fi"
Bodega Taco Bar,,,,,,,,,,https://bodegaphilly.com/reservations/,"1223 Walnut Street, Philadelphia, PA 19107",39.94908581,-75.16151276,https://www.bodegaphilly.com,"['Latin American', 'Cocktail Bars', 'Cuban']",$$,98.0,https://centercityphila.org/uploads/attachments/ciyahjvr50iafu5qdu5tzls7x-restaurant-week-sips-filler-image.0.0.720.720.full.jpg,N,N,,Closed,5:00 PM - 11:00 PM,5:00 PM - 11:00 PM,5:00 PM - 11:00 PM,5:00 PM - 2:00 AM,5:00 PM - 2:00 AM,5:00 PM - 12:00 AM,,3.7,36.0,58.0,"Street Parking, Bike Parking, Garage Parking, Private Lot Parking",,"Credit Cards, Android Pay",,Dinner,"Offers Delivery, Offers Takeout, Offers Military Discount",Vegan Options,"Classy, Intimate, Romantic, Upscale, Casual, Moderate Noise","Open to All, Wheelchair Accessible, Gender-neutral restrooms",,,"Walk-ins Welcome, Takes Reservations",Outdoor Seating,,,"Happy Hour, Full Bar","TV, Wi-Fi"
Bold Coffee Bar,,,,,,,,,,,"1623 Ridge Ave, Philadelphia, PA 19130",39.96998,-75.16392,http://www.boldcoffeebar.com,"['Coffee & Tea', 'Cafes']",,46.0,,N,N,"['Francisville', 'Fairmount']",7:00 AM - 2:00 PM,7:00 AM - 2:00 PM,7:00 AM - 2:00 PM,7:00 AM - 2:00 PM,7:00 AM - 2:00 PM,8:00 AM - 2:00 PM,Closed,,4.8,58.0,30.0,"Street Parking, Bike Parking",,"Credit Cards, Android Pay, Apple Pay","Women-owned, Black-owned, LGBTQ-owned",Dinner,Offers Takeout,"Vegan Options, Pescatarian Options",,"Open to All, Wheelchair Accessible, Gender-neutral restrooms",True,,Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining, Drive-Thru",,,"Alcohol, Happy Hour","TV, Wi-Fi"
Bomb Bomb,,,,,,,,,,,"1026 Wolf St, Philadelphia, PA 19148",39.92097,-75.16438,http://bombbombphilly.com/,"['Barbeque', 'Italian']",$$,121.0,,N,N,[],11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,Closed,,4.0,42.0,46.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering",Vegetarian Options,"Classy, Casual, Moderate Noise",,,,Takes Reservations,Outdoor Seating,Dinner,,Full Bar,"TV, Wi-Fi"
Bonchon,,,,,,,,,,,"1020 Cherry St, Philadelphia, PA 19123",39.954502,-75.15699,https://locations.bonchon.com/ll/US/PA/Philadelphia/1020-Cherry-St,"['Korean', 'Asian Fusion', 'Chicken Wings']",$$,665.0,,N,N,['Chinatown'],11:00 AM - 2:00 AM,11:00 AM - 2:00 AM,11:00 AM - 2:00 AM,11:00 AM - 2:00 AM,11:00 AM - 2:00 AM,11:00 AM - 2:00 AM,11:00 AM - 12:00 AM,,3.5,34.0,48.0,"Street Parking, Bike Parking, Garage Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering",Limited Vegetarian Options,"Trendy, Casual, Moderate Noise","Wheelchair Accessible, Gender-neutral restrooms",,,Takes Reservations,Outdoor Seating,Dinner,,"Happy Hour, Full Bar","TV, Wi-Fi"
Bonks Bar,,,,,,,,,,,"3467 Richmond St, Philadelphia, PA 19134",39.98635,-75.09431,http://bonksbar.com,"['Bars', 'Seafood', 'American (Traditional)']",$$,45.0,,N,N,"['Port Richmond', 'Kensington']",11:00 AM - 2:00 AM,11:00 AM - 2:00 AM,11:00 AM - 2:00 AM,11:00 AM - 2:00 AM,11:00 AM - 2:00 AM,11:00 AM - 2:00 AM,11:00 AM - 2:00 AM,True,3.9,40.0,25.0,"Street Parking, Bike Parking","Wednesday, Thursday, Friday",Credit Cards,,Dinner,Offers Takeout,Vegetarian Options,"Casual, Quiet",,,,Takes Reservations,Outdoor Seating,,,Full Bar,"TV, Pool Table, Wi-Fi"
Booker's Restaurant and Bar,,,,,,,,,,https://www.opentable.com/r/bookers-restaurant-and-bar-reservations-philadelphia?restref=348259&lang=en-US&ot_source=Restaurant+website&source=header&spot_id=65565&destination=reservations&promotion=custom_promotion,"5021 Baltimore Ave, Philadelphia, PA 19143",39.94808,-75.22425,https://bookersrestaurantandbar.com,"['Bars', 'Breakfast & Brunch', 'American (Traditional)']",$$,385.0,,N,N,[],10:00 AM - 2:30 PM,10:00 AM - 2:30 PM,10:00 AM - 2:30 PM,10:00 AM - 2:30 PM,10:00 AM - 2:30 PM,10:00 AM - 2:30 PM,10:00 AM - 2:30 PM,,3.7,37.0,34.0,"Street Parking, Bike Parking",Friday,"Credit Cards, Android Pay, Apple Pay",,Dinner,"Offers Delivery, Offers Takeout, Offers Catering","Vegan Options, Vegetarian Options","Trendy, Classy, Intimate, Romantic, Casual, Moderate Noise","Wheelchair Accessible, Gender-neutral restrooms",,,Takes Reservations,Outdoor Seating,"Lunch, Dessert, Dinner",,"Happy Hour, Full Bar","TV, Pool Table, Wi-Fi"
BOOM Catracho 504,,,,,,,,,,,"1438 Federal St, Philadelphia, PA 19146",39.935722,-75.168714,https://www.elboomcatrachopa.com,"['American (Traditional)', 'Mexican', 'Honduran']",,12.0,,N,N,"['Newbold', 'Point Breeze']",11:00 AM - 11:30 PM,11:00 AM - 11:30 PM,11:00 AM - 11:30 PM,11:00 AM - 11:30 PM,11:00 AM - 11:30 PM,11:00 AM - 11:30 PM,11:00 AM - 11:30 PM,,4.5,52.0,17.0,"Street Parking, Bike Parking",,"Credit Cards, Apple Pay",Latinx-owned,Dinner,"Offers Delivery, Offers Takeout, Offers Catering, Offers Military Discount",Vegan Options,,"Open to All, Wheelchair Accessible, Gender-neutral restrooms",,,Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Drive-Thru",,,"Alcohol, Happy Hour","TV, Wi-Fi"
Boricua Restaurant,,,,,,,,,,,"1149 N 3rd St., Philadelphia, PA 19123",39.96889,-75.14146,,['Puerto Rican'],,52.0,,N,N,['Northern Liberties'],11:00 AM - 8:00 PM,11:00 AM - 8:00 PM,11:00 AM - 8:00 PM,11:00 AM - 8:00 PM,11:00 AM - 8:00 PM,11:00 AM - 8:00 PM,Closed,,4.4,50.0,19.0,"Bike Parking, Private Lot Parking",,Credit Cards,"Women-owned, Latinx-owned",Dinner,"Offers Delivery, Offers Takeout, Offers Catering",Pescatarian Options,Classy,Wheelchair Accessible,True,,Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining, Drive-Thru",,,"Alcohol, Happy Hour","TV, Wi-Fi, EV charging station available"
Bottle Bar East,,,,,,,,,,,"1308 Frankford Ave, Philadelphia, PA 19125",39.97047,-75.13472,https://www.bottlebareast.com,"['Beer, Wine & Spirits', 'Sports Bars', 'American (Traditional)']",$$,277.0,,N,N,['Fishtown'],4:00 PM - 12:00 AM,4:00 PM - 12:00 AM,12:00 PM - 2:00 AM,12:00 PM - 2:00 AM,12:00 PM - 2:00 AM,12:00 PM - 2:00 AM,12:00 PM - 2:00 AM,True,4.1,45.0,52.0,"Street Parking, Bike Parking","Wednesday, Friday, Saturday",Credit Cards,,Dinner,"Offers Delivery, Offers Takeout",Vegetarian Options,"Hipster, Casual, Moderate Noise","Wheelchair Accessible, Gender-neutral restrooms",,"Plastic-free packaging, Compostable containers available",Takes Reservations,"Outdoor Seating, Drive-Thru",Dinner,,"Happy Hour, Full Bar","TV, Pool Table, Wi-Fi"
Bourbon & Branch,,,,,,,,,,,"705 N 2nd St, Philadelphia, PA 19123",39.96207,-75.14104,http://www.bourbonandbranchphilly.com,"['American (Traditional)', 'Breakfast & Brunch']",$$,458.0,,N,N,['Northern Liberties'],11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 10:00 PM,,3.8,39.0,52.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering","Vegan Options, Vegetarian Options","Casual, Moderate Noise",Gender-neutral restrooms,,,Takes Reservations,Outdoor Seating,"Lunch, Dinner",,"Happy Hour, Full Bar","TV, Wi-Fi"
Brazas BBQ Chicken,,,,,,,,,,,"326 South St, Philadelphia, PA 19147",39.94139969,-75.14844973,http://Brazasbbq.net,"['Chicken Shop', 'Barbeque']",,28.0,,N,N,"['South Street District', 'Society Hill']",11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 9:00 PM,,4.7,56.0,40.0,"Street Parking, Bike Parking",,"Credit Cards, Android Pay, Apple Pay","Women-owned, Latinx-owned",Dinner,"Offers Delivery, Offers Takeout, Offers Catering",Vegan Options,,"Open to All, Wheelchair Accessible, Gender-neutral restrooms",,"Plastic-free packaging, Provides reusable tableware, Compostable containers available",Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining, Drive-Thru",,,"Alcohol, Happy Hour","TV, Wi-Fi"
Brown Street Coffee & Bánhery,,,,,,,,,,,"2545 Brown St, Philadelphia, PA 19130",39.97037028,-75.17953668,,"['Coffee & Tea', 'Sandwiches']",$,160.0,,N,N,['Fairmount'],7:00 AM - 3:00 PM,7:00 AM - 3:00 PM,7:00 AM - 3:00 PM,7:00 AM - 3:00 PM,7:00 AM - 3:00 PM,7:00 AM - 5:00 PM,7:00 AM - 5:00 PM,,4.2,29.0,29.0,"Street Parking, Bike Parking",,Credit Cards,Women-owned,Dinner,"Offers Delivery, Offers Takeout",Vegan Options,"Casual, Moderate Noise",Gender-neutral restrooms,,,Takes Reservations,Outdoor Seating,"Lunch, Brunch",,"Alcohol, Happy Hour","TV, Wi-Fi"
Brown Sugar Bakery & Cafe,,,,,,,,,,,"219 S 52nd St, Philadelphia, PA 19139",39.9564,-75.22535,http://brownsugarbakeryandcafephiladelphia.goodbistros.com,"['Bakeries', 'Cafes', 'Cupcakes']",$,74.0,,N,N,['Walnut Hill'],9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,9:00 AM - 11:00 PM,9:00 AM - 11:00 PM,9:00 AM - 11:00 PM,11:00 AM - 8:00 PM,,4.2,28.0,11.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout",Vegan Options,"Classy, Moderate Noise",,,,Takes Reservations,Outdoor Seating,,,Alcohol,"TV, Wi-Fi"
Brü Craft & Wurst,,,,,,,,,,,"1318 Chestnut St, Philadelphia, PA 19107",39.95059325,-75.16248525,http://www.bruphilly.com,"['Bars', 'German']",$$,553.0,https://centercityphila.org/uploads/attachments/cj2m04bvn01hka1qde1iyts1w-bru-exterior.612.70.1444.1444.full.jpg,N,N,['Avenue of the Arts South'],11:00 AM - 2:00 AM,11:00 AM - 2:00 AM,11:00 AM - 2:00 AM,11:00 AM - 2:00 AM,11:00 AM - 2:00 AM,11:00 AM - 2:00 AM,11:00 AM - 2:00 AM,True,3.5,34.0,58.0,"Street Parking, Bike Parking","Wednesday, Friday, Saturday",Credit Cards,,Dinner,Offers Takeout,"Pescatarian Options, Vegetarian Options","Trendy, Loud",Wheelchair Accessible,,,Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating",Dinner,,"Happy Hour, Full Bar","TV, Pool Table, Wi-Fi"
Bubblefish,,,,,,,,,,,"909 Arch St, Philadelphia, PA 19107",39.95369,-75.15513,http://www.bubblefishpa.com,"['Taiwanese', 'Bubble Tea', 'Japanese']",$$,595.0,,N,N,['Chinatown'],11:00 AM - 9:15 PM,11:00 AM - 9:15 PM,11:00 AM - 9:15 PM,11:00 AM - 9:15 PM,11:00 AM - 10:15 PM,11:00 AM - 10:15 PM,11:00 AM - 9:15 PM,,4.0,44.0,52.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering",,"Trendy, Classy, Casual, Moderate Noise",Wheelchair Accessible,,Provides reusable tableware,Takes Reservations,Outdoor Seating,"Dessert, Dinner",,"Alcohol, Happy Hour","TV, Wi-Fi"
Bud & Marilyn's,,,,,,,,,,http://www.opentable.com/bud-and-marilyns-reservations-philadelphia?rid=174337&restref=174337,"1234 Locust St, Philadelphia, PA 19107",39.94780074,-75.162293,http://budandmarilyns.com/,"['American (Traditional)', 'Bars', 'Breakfast & Brunch']",$$,1448.0,,N,N,['Washington Square West'],5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 11:00 PM,10:00 AM - 3:00 PM,10:00 AM - 3:00 PM,True,4.2,51.0,54.0,"Street Parking, Bike Parking","Tuesday, Friday, Saturday",Credit Cards,,Dinner,"Offers Delivery, Offers Takeout","Vegan Options, Limited Vegetarian Options","Trendy, Casual, Moderate Noise",Gender-neutral restrooms,,,Takes Reservations,Outdoor Seating,Dinner,,"Happy Hour, Full Bar","TV, Pool Table, Wi-Fi"
Buena Onda,,,,,,,,,,,"1901 Callowhill St, Philadelphia, PA 19130",39.96091473,-75.17082678,http://www.buenaondatacos.com,['Tacos'],$$,603.0,,N,N,"['Logan Square', 'Art Museum District', 'Fairmount', 'Spring Garden']",11:00 AM - 8:00 PM,11:00 AM - 8:00 PM,11:00 AM - 8:00 PM,11:00 AM - 8:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 8:00 PM,,4.0,44.0,41.0,"Street Parking, Bike Parking, Private Lot Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering","Vegan Options, Limited Vegetarian Options, Pescatarian Options","Trendy, Casual, Moderate Noise",Wheelchair Accessible,,,Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining, Drive-Thru",,,"Happy Hour, Beer and Wine Only","TV, Wi-Fi"
Buk Chon Korean Cuisine,,,,,,,,,,,"132 Chestnut St, Philadelphia, PA 19106",39.9482156,-75.143697,https://bukchonkorean.com,"['Korean', 'Asian Fusion']",$$,304.0,,N,N,['Old City'],11:30 AM - 10:00 PM,Closed,11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 11:00 PM,11:30 AM - 11:00 PM,11:30 AM - 10:00 PM,,4.4,51.0,52.0,"Street Parking, Bike Parking",,Credit Cards,Asian-owned,Dinner,"Offers Delivery, Offers Takeout, Offers Catering","Vegan Options, Vegetarian Options","Trendy, Casual, Moderate Noise",Open to All,,,Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining, Drive-Thru",Dinner,,"Alcohol, Happy Hour","TV, Wi-Fi"
Buna Cafe Philly,,,,,,,,,,,"5121 Baltimore Ave, Philadelphia, PA 19143",39.948,-75.22624,http://www.bunacafephilly.com,"['Ethiopian', 'Breakfast & Brunch', 'Coffee & Tea']",,29.0,,N,N,[],Closed,Closed,1:00 PM - 9:00 PM,1:00 PM - 9:00 PM,1:00 PM - 9:00 PM,10:00 AM - 9:00 PM,10:00 AM - 9:00 PM,,4.5,52.0,15.0,"Street Parking, Bike Parking",,Credit Cards,"Women-owned, Black-owned",Dinner,"Offers Takeout, Offers Catering",Vegan Options,,"Open to All, Gender-neutral restrooms",,,Takes Reservations,"Outdoor Seating, Covered Outdoor Seating, Private Dining",,,"Alcohol, Happy Hour","TV, Wi-Fi"
Burrata,,,,,,,,,,,"1247 S 13th St, Philadelphia, PA 19147",39.93392524,-75.16524307,http://www.burrataphilly.com,['Italian'],$$,210.0,,N,N,['Passyunk Square'],5:00 PM - 9:30 PM,5:00 PM - 9:30 PM,5:00 PM - 9:30 PM,5:00 PM - 9:30 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,4:00 PM - 8:30 PM,,4.5,52.0,47.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering",Limited Vegetarian Options,"Romantic, Casual, Moderate Noise",Gender-neutral restrooms,,,Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining, Drive-Thru",Dessert,,"Alcohol, Happy Hour","TV, Wi-Fi"
Butcher and Singer,,,,,,,,,,,"1500 Walnut St, Philadelphia, PA 19102",39.94964572,-75.16630988,http://www.butcherandsinger.com,"['American (Traditional)', 'Steakhouses']",$$$$,1435.0,,N,N,"['Penn Center', 'Rittenhouse Square']",5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 11:00 PM,5:00 PM - 11:00 PM,5:00 PM - 10:00 PM,,4.4,90.0,55.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout","Limited Vegetarian Options, Keto Options","Classy, Upscale, Dressy, Moderate Noise",Wheelchair Accessible,,,Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating",,,"Happy Hour, Full Bar","TV, Wi-Fi"
Butter's Soul Food,,,,,,,,,,,"2730 W Girard Ave, Philadelphia, PA 19130",39.97411346,-75.18156433,http://www.buttersoulfood.com/,['Soul Food'],$$,85.0,,N,N,['Brewerytown'],Closed,12:00 PM - 8:00 PM,12:00 PM - 8:00 PM,12:00 PM - 8:00 PM,12:00 PM - 9:00 PM,12:00 PM - 9:00 PM,12:00 PM - 8:00 PM,,3.0,23.0,32.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering",,"Classy, Casual, Quiet",,,,Takes Reservations,Outdoor Seating,,,Alcohol,"TV, Wi-Fi"
